Gene	Mutations	MutationFreq%	Lenght	Corrected
COLGALT1	3	0.872093023255814	27513	3.1697489305267106e-05
MCC	3	0.872093023255814	466717	1.868569225581699e-06
AFF3	3	0.872093023255814	647009	1.3478839139112656e-06
CNOT3	3	0.872093023255814	17932	4.863333834797089e-05
ZFP28	3	0.872093023255814	17860	4.882939659886976e-05
PDGFRA	3	0.872093023255814	68965	1.2645443678036888e-05
EPHB1	3	0.872093023255814	465207	1.8746343525695315e-06
PEAK1	3	0.872093023255814	319488	2.729658150715564e-06
CLEC1A	3	0.872093023255814	42073	2.072809220297611e-05
PDZRN3	3	0.872093023255814	242510	3.596111596452987e-06
SYNE2	3	0.872093023255814	464534	1.877350254783964e-06
SYCP2	3	0.872093023255814	70091	1.2442296774989856e-05
GRIK3	3	0.872093023255814	238988	3.649108002308961e-06
ITGAL	3	0.872093023255814	50909	1.7130429261148596e-05
ITGA2B	3	0.872093023255814	17469	4.9922320868728256e-05
KEAP1	3	0.872093023255814	17433	5.002541290975816e-05
IGDCC4	3	0.872093023255814	41463	2.1033042067766774e-05
HELB	3	0.872093023255814	41150	2.1193026081550763e-05
GNRHR	3	0.872093023255814	17270	5.049756938366034e-05
FCGBP	3	0.872093023255814	71303	1.2230804079152545e-05
PLAA	3	0.872093023255814	43870	1.987902947927545e-05
MUC3A	3	0.872093023255814	18813	4.635587217646383e-05
CAD	3	0.872093023255814	26574	3.281752928636314e-05
STIL	3	0.872093023255814	64753	1.346799412005334e-05
SEC14L5	3	0.872093023255814	60827	1.4337268371871274e-05
ADGRE2	3	0.872093023255814	46168	1.888955604002369e-05
SPATA18	3	0.872093023255814	45995	1.896060491913934e-05
DNAH5	3	0.872093023255814	321490	2.712659875130841e-06
ACACA	3	0.872093023255814	321844	2.7096761886373958e-06
PIEZO2	3	0.872093023255814	483086	1.805254185084672e-06
FOXP2	3	0.872093023255814	607445	1.435674049923555e-06
PLXNB1	3	0.872093023255814	26232	3.3245388199748935e-05
LRP4	3	0.872093023255814	61925	1.4083052454676042e-05
MYH1	3	0.872093023255814	26235	3.324158655444307e-05
ADCY8	3	0.872093023255814	260608	3.346378558048157e-06
PCSK2	3	0.872093023255814	258471	3.374045921034909e-06
PRKD1	3	0.872093023255814	615419	1.4170719838935976e-06
LPPR4	3	0.872093023255814	45637	1.9109341614387754e-05
NLRP4	3	0.872093023255814	45315	1.9245129057835463e-05
ATP8B4	3	0.872093023255814	324579	2.686843644400328e-06
GLI2	3	0.872093023255814	257030	3.392962001539952e-06
INSRR	3	0.872093023255814	19054	4.576955092137158e-05
ATP6V1C2	3	0.872093023255814	64010	1.362432468763965e-05
ADGRF1	3	0.872093023255814	44642	1.9535258797899152e-05
CELSR3	3	0.872093023255814	26423	3.300507221949869e-05
PASK	3	0.872093023255814	44165	1.9746247554756344e-05
NID2	3	0.872093023255814	64250	1.357343226857298e-05
SZT2	3	0.872093023255814	64365	1.3549180816527834e-05
PTCHD4	3	0.872093023255814	254524	3.426368528138069e-06
CR1L	3	0.872093023255814	93303	9.346891560355125e-06
CYP2C8	3	0.872093023255814	32725	2.6649137456251e-05
DCAF4L2	3	0.872093023255814	3268	0.0002668583302496
LAMC1	3	0.872093023255814	122172	7.13823972150586e-06
WHSC1L1	3	0.872093023255814	112575	7.746773468850224e-06
CD248	3	0.872093023255814	2550	0.0003419972640218
CARD11	3	0.872093023255814	138086	6.315578865748982e-06
WNK1	3	0.872093023255814	158873	5.489246273789844e-06
LPA	3	0.872093023255814	132793	6.567311705103537e-06
HOXB13	3	0.872093023255814	3987	0.0002187341417747
FARP2	3	0.872093023255814	138556	6.29415559958294e-06
CDH12	3	0.872093023255814	1102671	7.908914111786871e-07
FAM47B	3	0.872093023255814	2119	0.0004115587651042
DNAH2	3	0.872093023255814	115998	7.518172927600596e-06
RELA	3	0.872093023255814	9491	9.188631579979076e-05
RBP3	3	0.872093023255814	9518	9.162565909390777e-05
ZZEF1	3	0.872093023255814	138585	6.292838498075649e-06
CNOT1	3	0.872093023255814	109934	7.932878120106737e-06
FEM1A	3	0.872093023255814	9539	9.142394624759556e-05
OR4C6	3	0.872093023255814	3994	0.0002183507819869
HHIP	3	0.872093023255814	99115	8.798799609098663e-06
TPTE2	3	0.872093023255814	138749	6.285400422747652e-06
CUL2	3	0.872093023255814	118502	7.359310587634082e-06
MYO9B	3	0.872093023255814	138760	6.284902156643225e-06
STAB2	3	0.872093023255814	179446	4.859918990982323e-06
TNC	3	0.872093023255814	98632	8.841887250140056e-06
KRT81	3	0.872093023255814	5621	0.0001551490879302
FAM83B	3	0.872093023255814	98328	8.869223652019912e-06
SEL1L3	3	0.872093023255814	116327	7.496909773791244e-06
UBR1	3	0.872093023255814	163216	5.343183408831327e-06
VWF	3	0.872093023255814	175893	4.958088288083175e-06
LRP12	3	0.872093023255814	100027	8.718576216979555e-06
WDR49	3	0.872093023255814	175299	4.974888751537738e-06
ATP2B4	3	0.872093023255814	117249	7.4379570252694175e-06
EMILIN3	3	0.872093023255814	6856	0.0001272014327969
NRG3	3	0.872093023255814	1111985	7.842668950173015e-07
GIGYF2	3	0.872093023255814	163306	5.34023871294266e-06
PPFIBP1	3	0.872093023255814	172133	5.066390658710497e-06
TUBA3C	3	0.872093023255814	8052	0.0001083076283228
DOPEY1	3	0.872093023255814	103684	8.41106654118103e-06
TRPM1	3	0.872093023255814	160095	5.447347033047965e-06
SPEN	3	0.872093023255814	104361	8.356503131014594e-06
DDX60L	3	0.872093023255814	181051	4.81683626854209e-06
ZFHX3	3	0.872093023255814	1108986	7.863877661718127e-07
