Gene	Mutations	MutationFreq%	Lenght	Corrected
NR1D1	2	2.5316455696202533	7796	0.0003247364763494
CPT1A	2	2.5316455696202533	89790	2.819518398062427e-05
OR5D13	2	2.5316455696202533	944	0.0026818279339197
ANAPC5	2	2.5316455696202533	91651	2.7622672634453016e-05
PGR	2	2.5316455696202533	100189	2.5268697857252325e-05
OR2AE1	2	2.5316455696202533	971	0.0026072559934297
OSCAR	2	2.5316455696202533	8024	0.0003155091686964
HTR1E	2	2.5316455696202533	79151	3.1985010544658353e-05
STRN3	2	2.5316455696202533	132602	1.909206173074504e-05
CAMTA1	2	2.5316455696202533	984252	2.572151816425319e-06
ST8SIA4	1	1.2658227848101269	96349	1.3137892295821718e-05
SMYD2	1	1.2658227848101269	56029	2.25922787272685e-05
CUL5	1	1.2658227848101269	98863	1.280380713522882e-05
PDE2A	1	1.2658227848101269	98450	1.2857519398782392e-05
MRPS25	1	1.2658227848101269	55728	2.271430492409788e-05
FAM83B	1	1.2658227848101269	98328	1.2873472305041562e-05
SYK	1	1.2658227848101269	96762	1.308181708532406e-05
CEP152	1	1.2658227848101269	98218	1.2887890048770356e-05
ANXA2	1	1.2658227848101269	55749	2.2705748709575536e-05
GAP43	1	1.2658227848101269	97980	1.2919195599205211e-05
FLT3	1	1.2658227848101269	97318	1.300707767124403e-05
RPRD1B	1	1.2658227848101269	94055	1.3458325286376338e-05
HLTF	1	1.2658227848101269	56427	2.243292723005169e-05
CENPE	1	1.2658227848101269	93096	1.3596962112337014e-05
NLRC5	1	1.2658227848101269	94046	1.345961321917069e-05
GAD2	1	1.2658227848101269	87893	1.4401861181324184e-05
FPR1	1	1.2658227848101269	58943	2.147537086354829e-05
A1CF	1	1.2658227848101269	86266	1.4673484163055276e-05
SYNPO	1	1.2658227848101269	58127	2.177684698694456e-05
ITGAE	1	1.2658227848101269	86560	1.4623645850394257e-05
RBL2	1	1.2658227848101269	57671	2.1949034780221024e-05
GALNT15	1	1.2658227848101269	57312	2.20865226272007e-05
SP4	1	1.2658227848101269	86779	1.4586740856775564e-05
ATG13	1	1.2658227848101269	57291	2.2094618435882192e-05
C9	1	1.2658227848101269	87184	1.4518980372661572e-05
EP300	1	1.2658227848101269	87485	1.4469026516661444e-05
CNGB1	1	1.2658227848101269	88788	1.4256687669618942e-05
SETX	1	1.2658227848101269	93630	1.35194145552721e-05
ARID1A	1	1.2658227848101269	88868	1.4243853634718082e-05
ANXA6	1	1.2658227848101269	57109	2.216503151535006e-05
ATAD1	1	1.2658227848101269	89849	1.4088334703893497e-05
TECTA	1	1.2658227848101269	90247	1.4026203472803824e-05
GTF3C1	1	1.2658227848101269	90358	1.4008973027403514e-05
NUP153	1	1.2658227848101269	91890	1.3775413916749663e-05
PCDHGA11	1	1.2658227848101269	91928	1.3769719615461304e-05
TFDP1	1	1.2658227848101269	56752	2.2304461249121205e-05
CYP2C19	1	1.2658227848101269	92866	1.36306375294524e-05
PAX3	1	1.2658227848101269	99111	1.2771768873385665e-05
TRPA1	1	1.2658227848101269	55667	2.2739195300808857e-05
AMOT	1	1.2658227848101269	66328	1.9084289965174988e-05
HEATR1	1	1.2658227848101269	55511	2.2803098211347775e-05
STYXL1	1	1.2658227848101269	51666	2.450011196551168e-05
CHRNB4	1	1.2658227848101269	103643	1.221329742298203e-05
DIAPH1	1	1.2658227848101269	104039	1.2166810376975236e-05
OCRL	1	1.2658227848101269	52712	2.4013939611665785e-05
SPEN	1	1.2658227848101269	104361	1.2129270367379831e-05
NRIP1	1	1.2658227848101269	104701	1.2089882473043491e-05
TBX15	1	1.2658227848101269	106510	1.188454403164141e-05
MYLK4	1	1.2658227848101269	106701	1.186327011752586e-05
MYH9	1	1.2658227848101269	106730	1.1860046704863924e-05
CYP2C18	1	1.2658227848101269	52461	2.4128834463889877e-05
PCM1	1	1.2658227848101269	107106	1.1818411525125825e-05
MTMR2	1	1.2658227848101269	103549	1.222438444417741e-05
TP53BP1	1	1.2658227848101269	107667	1.1756831571513338e-05
NOTCH1	1	1.2658227848101269	51615	2.4524320155189897e-05
RALGDS	1	1.2658227848101269	51614	2.4524795303796e-05
IL4R	1	1.2658227848101269	51110	2.476663636881484e-05
AKAP11	1	1.2658227848101269	51109	2.4767120953454905e-05
ITGAL	1	1.2658227848101269	50909	2.4864420530949864e-05
UACA	1	1.2658227848101269	109004	1.1612626920205924e-05
NUP214	1	1.2658227848101269	109090	1.160347222302802e-05
GUCY2F	1	1.2658227848101269	109180	1.159390716990407e-05
C3	1	1.2658227848101269	52858	2.3947610291916575e-05
NGF	1	1.2658227848101269	52866	2.394398639598469e-05
PIK3CD	1	1.2658227848101269	99225	1.2757095336962729e-05
TBX5	1	1.2658227848101269	54531	2.3212902474007933e-05
ESYT2	1	1.2658227848101269	99258	1.2752854024966518e-05
TANK	1	1.2658227848101269	99322	1.274463648345912e-05
ITGB6	1	1.2658227848101269	100646	1.2576980553724208e-05
CFH	1	1.2658227848101269	100722	1.2567490566213208e-05
IFI16	1	1.2658227848101269	55187	2.2936974012179076e-05
STMN2	1	1.2658227848101269	55041	2.299781589742422e-05
SOX13	1	1.2658227848101269	54628	2.3171684572199724e-05
CEP63	1	1.2658227848101269	102090	1.2399086931238384e-05
LNPEP	1	1.2658227848101269	102119	1.239556580861668e-05
NOD1	1	1.2658227848101269	54257	2.3330128551341333e-05
TUBGCP3	1	1.2658227848101269	103194	1.2266437824002622e-05
DCAF5	1	1.2658227848101269	102269	1.2377384982840612e-05
CBFA2T3	1	1.2658227848101269	102349	1.2367710332393348e-05
SF3B3	1	1.2658227848101269	53879	2.349380621039972e-05
CCNK	1	1.2658227848101269	53875	2.349555053011836e-05
PHF2	1	1.2658227848101269	103003	1.2289183662710082e-05
RHOA	1	1.2658227848101269	53859	2.350253039993551e-05
MYOCD	1	1.2658227848101269	103059	1.2282505989871108e-05
NR2C1	1	1.2658227848101269	53399	2.37049904457036e-05
PRDM10	1	1.2658227848101269	103129	1.2274169097054431e-05
GLB1	1	1.2658227848101269	100593	1.2583607058245868e-05
PRDM9	1	1.2658227848101269	84507	1.497891044304172e-05
CAPN5	1	1.2658227848101269	59194	2.13843089639174e-05
ZNF730	1	1.2658227848101269	72011	1.7578186454987802e-05
ZNF33B	1	1.2658227848101269	64385	1.966021254655784e-05
NUP160	1	1.2658227848101269	70468	1.7963086575610583e-05
SMARCAL1	1	1.2658227848101269	70670	1.791174168402613e-05
SZT2	1	1.2658227848101269	64365	1.9666321522723943e-05
CTNNAL1	1	1.2658227848101269	70953	1.7840299702762765e-05
ZNF432	1	1.2658227848101269	64360	1.9667849360008185e-05
MAPK8IP3	1	1.2658227848101269	64185	1.972147362795243e-05
NGLY1	1	1.2658227848101269	71095	1.7804666781210023e-05
ACAN	1	1.2658227848101269	71917	1.7601162239945026e-05
ACOT12	1	1.2658227848101269	64183	1.972208816680627e-05
KIF14	1	1.2658227848101269	69254	1.8277973616110644e-05
TPR	1	1.2658227848101269	64041	1.9765818535159145e-05
ETV5	1	1.2658227848101269	64004	1.97772449348498e-05
LMCD1	1	1.2658227848101269	72861	1.737311846955335e-05
POLE	1	1.2658227848101269	63623	1.989567899674845e-05
LRRC8B	1	1.2658227848101269	73032	1.7332440366005677e-05
RAP1GAP	1	1.2658227848101269	73136	1.7307793491715797e-05
AGL	1	1.2658227848101269	73662	1.7184203317994714e-05
GOLM1	1	1.2658227848101269	74027	1.709947431086126e-05
MASP1	1	1.2658227848101269	74698	1.694587251077842e-05
PTPN5	1	1.2658227848101269	64793	1.9536412649670897e-05
PACSIN1	1	1.2658227848101269	69168	1.830069952593868e-05
ARL13B	1	1.2658227848101269	75539	1.6757208657913483e-05
MLXIP	1	1.2658227848101269	68588	1.845545554339136e-05
P2RY14	1	1.2658227848101269	66425	1.9056421299362088e-05
CTNND1	1	1.2658227848101269	66303	1.909148582734004e-05
CENPI	1	1.2658227848101269	67938	1.8632028979512597e-05
NUP133	1	1.2658227848101269	68082	1.859262044020632e-05
CDS1	1	1.2658227848101269	68207	1.855854655402124e-05
PDP1	1	1.2658227848101269	68261	1.8543865235055544e-05
HELLS	1	1.2658227848101269	68576	1.845868503281216e-05
NTRK1	1	1.2658227848101269	66214	1.911714720165111e-05
RUNX3	1	1.2658227848101269	65610	1.9293138009604124e-05
TFCP2L1	1	1.2658227848101269	68615	1.8448193322307463e-05
USP30	1	1.2658227848101269	64934	1.9493990587521584e-05
FGFR1	1	1.2658227848101269	68619	1.844711792375474e-05
MDGA1	1	1.2658227848101269	68627	1.8444967502734007e-05
ATP2B3	1	1.2658227848101269	65297	1.9385619321103975e-05
CACNA1H	1	1.2658227848101269	68665	1.84347598457748e-05
CACNG4	1	1.2658227848101269	68691	1.842778216666123e-05
XCR1	1	1.2658227848101269	68835	1.8389232001309317e-05
SLC17A8	1	1.2658227848101269	64981	1.9479890811316023e-05
FANCM	1	1.2658227848101269	64960	1.948618818981106e-05
PRR5	1	1.2658227848101269	69134	1.8309699783176532e-05
RTF1	1	1.2658227848101269	75155	1.684282861832382e-05
HSD17B2	1	1.2658227848101269	63530	1.992480379049467e-05
VAV1	1	1.2658227848101269	84658	1.4952193352195029e-05
MACC1	1	1.2658227848101269	82749	1.5297136941958532e-05
ZNF341	1	1.2658227848101269	60612	2.0884029314494268e-05
THRAP3	1	1.2658227848101269	80925	1.5641925051716113e-05
B4GALT5	1	1.2658227848101269	80933	1.5640378891306716e-05
PRDM15	1	1.2658227848101269	81257	1.55780152455804e-05
SHANK1	1	1.2658227848101269	60547	2.0906449284194537e-05
BAZ1B	1	1.2658227848101269	81887	1.545816533528065e-05
PIWIL2	1	1.2658227848101269	82252	1.5389568458032953e-05
NOX3	1	1.2658227848101269	60471	2.093272452597322e-05
EEF2K	1	1.2658227848101269	82460	1.5350749270071874e-05
C1S	1	1.2658227848101269	82773	1.529270154289595e-05
SUN2	1	1.2658227848101269	60853	2.0801320967086693e-05
GCC2	1	1.2658227848101269	60308	2.0989301333324377e-05
PKNOX1	1	1.2658227848101269	59421	2.130261666431273e-05
CP	1	1.2658227848101269	59419	2.1303333694779893e-05
GUCY2C	1	1.2658227848101269	83967	1.5075241283005544e-05
KDM3B	1	1.2658227848101269	84343	1.5008036052904529e-05
ZC3H11A	1	1.2658227848101269	59376	2.131876153344999e-05
ESRP1	1	1.2658227848101269	66392	1.906589325235159e-05
SP3	1	1.2658227848101269	84523	1.4976074971429394e-05
TPTE	1	1.2658227848101269	84587	1.4964743811816551e-05
NFYC	1	1.2658227848101269	79955	1.5831690135827983e-05
USP10	1	1.2658227848101269	79936	1.5835453172664714e-05
ZNF578	1	1.2658227848101269	63329	1.998804315258612e-05
ZNF318	1	1.2658227848101269	62513	2.024895277478487e-05
ZNF658	1	1.2658227848101269	75715	1.6718256419601486e-05
DOCK6	1	1.2658227848101269	63229	2.001965529757116e-05
SMAD9	1	1.2658227848101269	75934	1.6670039571339933e-05
ITPR3	1	1.2658227848101269	76209	1.6609885772154558e-05
GNB5	1	1.2658227848101269	76292	1.6591815456537074e-05
PPP2R5A	1	1.2658227848101269	76443	1.655904117852683e-05
CTCF	1	1.2658227848101269	76710	1.6501405094643807e-05
MBTPS1	1	1.2658227848101269	63181	2.0034864671501342e-05
KIF24	1	1.2658227848101269	76888	1.6463203423292667e-05
ATXN3	1	1.2658227848101269	62125	2.037541705931793e-05
MXI1	1	1.2658227848101269	79760	1.5870395998120944e-05
GRK4	1	1.2658227848101269	77189	1.639900484279012e-05
MRPS9	1	1.2658227848101269	61891	2.0452453261542496e-05
RAB8B	1	1.2658227848101269	78216	1.6183680894064212e-05
PPL	1	1.2658227848101269	78234	1.6179957369048325e-05
VAPB	1	1.2658227848101269	61872	2.04587339153434e-05
TNFRSF21	1	1.2658227848101269	78373	1.6151261082389684e-05
IRAK2	1	1.2658227848101269	78826	1.605844245312621e-05
LAMB1	1	1.2658227848101269	79414	1.5939541954946565e-05
FBXL4	1	1.2658227848101269	79471	1.59281094337573e-05
FN1	1	1.2658227848101269	75633	1.673638206616327e-05
PTPRB	1	1.2658227848101269	121570	1.0412295671712812e-05
SCEL	1	1.2658227848101269	109589	1.155063724288137e-05
ADCY8	1	1.2658227848101269	260608	4.857190818432767e-06
TG	1	1.2658227848101269	267945	4.724188862677514e-06
TEAD1	1	1.2658227848101269	270316	4.682751982162087e-06
GBE1	1	1.2658227848101269	271942	4.654752795853993e-06
MYLK	1	1.2658227848101269	274283	4.615024572467585e-06
KANK1	1	1.2658227848101269	275814	4.589407299158587e-06
MYO3A	1	1.2658227848101269	278303	4.548361982479982e-06
NCOA1	1	1.2658227848101269	279448	4.529725690683514e-06
OTOGL	1	1.2658227848101269	281343	4.499215494290338e-06
ATRX	1	1.2658227848101269	281353	4.499055580747768e-06
PREX2	1	1.2658227848101269	284986	4.4417016443268325e-06
BCAR3	1	1.2658227848101269	285409	4.435118671135551e-06
CENPP	1	1.2658227848101269	294576	4.297100866364289e-06
MYO9A	1	1.2658227848101269	296286	4.272300361171728e-06
KMT2C	1	1.2658227848101269	301722	4.19532809940981e-06
SPON1	1	1.2658227848101269	305410	4.144667118988005e-06
CNTN6	1	1.2658227848101269	311559	4.062867016552648e-06
DNAH8	1	1.2658227848101269	315481	4.012358223823706e-06
RAPGEF4	1	1.2658227848101269	317619	3.985349695106799e-06
SLCO3A1	1	1.2658227848101269	318727	3.9714953073010025e-06
HS6ST2	1	1.2658227848101269	335380	3.774294188115352e-06
PBX1	1	1.2658227848101269	343712	3.68280067268564e-06
CAMK2D	1	1.2658227848101269	343873	3.681076399746786e-06
DNER	1	1.2658227848101269	356926	3.5464572062840104e-06
AKAP13	1	1.2658227848101269	368787	3.432395352358208e-06
XYLT1	1	1.2658227848101269	369191	3.4286393352224907e-06
DYNC2H1	1	1.2658227848101269	370453	3.4169591953908498e-06
UNC79	1	1.2658227848101269	374657	3.3786177351821174e-06
BIRC6	1	1.2658227848101269	262548	4.821300428150764e-06
PCSK2	1	1.2658227848101269	258471	4.8973493537384335e-06
ATP2B2	1	1.2658227848101269	383984	3.296550858395472e-06
PDGFD	1	1.2658227848101269	257190	4.9217418438124605e-06
PPP1R3A	1	1.2658227848101269	199143	6.356350887604016e-06
CPS1	1	1.2658227848101269	201425	6.284338015688849e-06
SATB2	1	1.2658227848101269	201761	6.273872476891602e-06
FILIP1	1	1.2658227848101269	201941	6.268280264087662e-06
GLRA2	1	1.2658227848101269	202514	6.25054457869642e-06
HTT	1	1.2658227848101269	202594	6.248076373486512e-06
SV2B	1	1.2658227848101269	202615	6.24742879258755e-06
HIVEP2	1	1.2658227848101269	205229	6.167855346028712e-06
LINGO1	1	1.2658227848101269	207873	6.0894045153056265e-06
EPHB2	1	1.2658227848101269	210661	6.008814089034642e-06
SCMH1	1	1.2658227848101269	215104	5.884701283147346e-06
CHD6	1	1.2658227848101269	216301	5.852135611070344e-06
CDH20	1	1.2658227848101269	222349	5.692954700988656e-06
TGFBR3	1	1.2658227848101269	225992	5.601184045497746e-06
DNAH3	1	1.2658227848101269	226330	5.592819267486089e-06
KCNK2	1	1.2658227848101269	231315	5.472290101420689e-06
DOCK7	1	1.2658227848101269	234088	5.407465503614566e-06
JAK1	1	1.2658227848101269	234531	5.397251471277257e-06
KDM6A	1	1.2658227848101269	239591	5.283265167765595e-06
PHKB	1	1.2658227848101269	240400	5.265485793719329e-06
PPP2R2C	1	1.2658227848101269	243022	5.208675695246219e-06
NCOR2	1	1.2658227848101269	243197	5.204927629905495e-06
CPEB3	1	1.2658227848101269	244386	5.179604334168596e-06
ZMIZ1	1	1.2658227848101269	247553	5.113340516213201e-06
NEB	1	1.2658227848101269	249151	5.080544668936214e-06
CHRNA7	1	1.2658227848101269	249580	5.071811783036007e-06
DOCK8	1	1.2658227848101269	250405	5.055101874204296e-06
ADAM12	1	1.2658227848101269	376096	3.36569063433306e-06
KCNH8	1	1.2658227848101269	387132	3.2697446473299203e-06
WDR33	1	1.2658227848101269	110160	1.1490766020425988e-05
UNC13C	1	1.2658227848101269	650506	1.945904856850093e-06
GPHN	1	1.2658227848101269	674396	1.8769725573848696e-06
CDH4	1	1.2658227848101269	688356	1.8389071713039857e-06
PARD3	1	1.2658227848101269	705765	1.7935471223567712e-06
DOCK3	1	1.2658227848101269	709271	1.7846814332041302e-06
GRIP1	1	1.2658227848101269	721731	1.7538706038816768e-06
ALK	1	1.2658227848101269	728812	1.7368303277252934e-06
LPP	1	1.2658227848101269	737387	1.7166329007836136e-06
PCDH11Y	1	1.2658227848101269	741998	1.7059652247177574e-06
RYR2	1	1.2658227848101269	791804	1.598656719099836e-06
PTPRM	1	1.2658227848101269	840079	1.5067901766502035e-06
NELL1	1	1.2658227848101269	906135	1.3969472372330023e-06
RARB	1	1.2658227848101269	910045	1.3909452662342264e-06
HDAC9	1	1.2658227848101269	915467	1.3827071700128203e-06
CTNND2	1	1.2658227848101269	932610	1.357290598224474e-06
CDH18	1	1.2658227848101269	1104577	1.1459796689684166e-06
ZFHX3	1	1.2658227848101269	1108986	1.1414235930932642e-06
ROBO1	1	1.2658227848101269	1170759	1.081198423253741e-06
DCC	1	1.2658227848101269	1195706	1.058640489225718e-06
ZFPM2	1	1.2658227848101269	1213806	1.0428542821588678e-06
LRRC4C	1	1.2658227848101269	1345570	9.407335068484927e-07
PARK2	1	1.2658227848101269	1380351	9.170296430474036e-07
MAGI2	1	1.2658227848101269	1436612	8.811166722887785e-07
CTNNA2	1	1.2658227848101269	1463630	8.648516256226823e-07
NRXN3	1	1.2658227848101269	1697918	7.455146743306371e-07
ROBO2	1	1.2658227848101269	1743269	7.261201712473098e-07
CTNNA3	1	1.2658227848101269	1851180	6.837923836742654e-07
DLG2	1	1.2658227848101269	2173323	5.824365659453871e-07
FAT3	1	1.2658227848101269	671655	1.8846324151686903e-06
LAMA2	1	1.2658227848101269	633428	1.998368851408726e-06
CDH8	1	1.2658227848101269	389793	3.247423080481503e-06
SORCS3	1	1.2658227848101269	623952	2.0287182103913868e-06
ASAP1	1	1.2658227848101269	391570	3.2326858155888517e-06
VAV3	1	1.2658227848101269	394019	3.212593262787141e-06
OTUD7A	1	1.2658227848101269	395391	3.2014456191722284e-06
TNIK	1	1.2658227848101269	401994	3.148859895446515e-06
GRIK1	1	1.2658227848101269	403100	3.140220255048689e-06
GRM1	1	1.2658227848101269	409955	3.087711541047497e-06
ANO4	1	1.2658227848101269	411115	3.0789992698153237e-06
NELL2	1	1.2658227848101269	413573	3.0606997671756296e-06
TRPC6	1	1.2658227848101269	420998	3.0067192357448883e-06
TIAM2	1	1.2658227848101269	425026	2.9782243552397417e-06
CACNA1A	1	1.2658227848101269	426583	2.9673540314783445e-06
TNR	1	1.2658227848101269	428422	2.9546166742373795e-06
MSI2	1	1.2658227848101269	428838	2.9517505090736514e-06
GRIN2A	1	1.2658227848101269	429524	2.947036218721484e-06
ARID1B	1	1.2658227848101269	434759	2.9115505022555634e-06
DOCK2	1	1.2658227848101269	446114	2.83744241339686e-06
DOK6	1	1.2658227848101269	448199	2.824242768971208e-06
MYRIP	1	1.2658227848101269	451407	2.804171811270376e-06
DGKI	1	1.2658227848101269	466055	2.716037344970286e-06
ESR1	1	1.2658227848101269	472928	2.6765655338870325e-06
SBF2	1	1.2658227848101269	528101	2.396933133643236e-06
GRIN2B	1	1.2658227848101269	544060	2.3266235062495438e-06
RYR3	1	1.2658227848101269	555159	2.280108554144176e-06
ANK2	1	1.2658227848101269	566189	2.2356894690821023e-06
UTRN	1	1.2658227848101269	567699	2.229742847547955e-06
LRRC7	1	1.2658227848101269	584023	2.1674194078146348e-06
MYO16	1	1.2658227848101269	611853	2.0688348096848862e-06
ZBTB16	1	1.2658227848101269	197724	6.401968323572893e-06
PARN	1	1.2658227848101269	197028	6.424583230861231e-06
RORB	1	1.2658227848101269	195842	6.463489878627295e-06
IFT88	1	1.2658227848101269	124306	1.0183118954918722e-05
FLI1	1	1.2658227848101269	126732	9.988185973630393e-06
SIK2	1	1.2658227848101269	128406	9.857972250596754e-06
ETS1	1	1.2658227848101269	128797	9.82804556635734e-06
CPM	1	1.2658227848101269	129373	9.784288721836291e-06
SP100	1	1.2658227848101269	129664	9.762330213552924e-06
ATR	1	1.2658227848101269	129726	9.757664499099076e-06
LIMD1	1	1.2658227848101269	130947	9.666680296685886e-06
WASF3	1	1.2658227848101269	131265	9.643261987659518e-06
GALNT8	1	1.2658227848101269	131527	9.624052740578944e-06
CCDC88A	1	1.2658227848101269	132053	9.585717740680836e-06
STK24	1	1.2658227848101269	132755	9.535029074687408e-06
NFATC1	1	1.2658227848101269	133469	9.484020894815474e-06
SPTB	1	1.2658227848101269	133624	9.47301970312314e-06
CEP192	1	1.2658227848101269	133690	9.468343068368066e-06
NGEF	1	1.2658227848101269	134555	9.40747489732917e-06
ARHGEF10	1	1.2658227848101269	134715	9.396301709610116e-06
SNAP25	1	1.2658227848101269	135863	9.316905889095091e-06
ARHGAP20	1	1.2658227848101269	136147	9.297471004209616e-06
SMC6	1	1.2658227848101269	136430	9.278185038555496e-06
ATF7IP	1	1.2658227848101269	137255	9.22241655903338e-06
INO80	1	1.2658227848101269	137400	9.212684023363368e-06
GBF1	1	1.2658227848101269	137528	9.204109598119122e-06
CACNA2D2	1	1.2658227848101269	141631	8.937469796938005e-06
RREB1	1	1.2658227848101269	144383	8.767117907302983e-06
